dataset,model,attack,attack_success_rates,l0_distances,l1_distances,l2_distances,linf_distances,mahalanobis_distances,sensitivity,outliner_rates,epsilons
Adult,TabTransformer,L2CarliniWagner,0.24120988791647474,104.73583704646722,5.066962432493305e-07,5.091219988880107e-06,5.173912692167704e-05,2.507065489750395,8.467319730915462e-08,0.15977084659452578,0.01
Adult,TabTransformer,L2DeepFool,0.57653922923384,3.8199733688415445,0.20654705334305962,0.30536064571103333,0.6233216765107737,3.9927617219294356,0.6964028939304497,0.4620505992010652,1.0
Adult,FTTransformer,L2Gaussian,0.2220175034546292,54.708852005532506,0.24942740628993032,0.7190401753202019,4.262984885879242,2.9418324133758067,0.08036516014007365,0.20401106500691563,1.0
Adult,FTTransformer,LinfFGSM,0.8966682020574236,4.926541095890411,0.30000001627390516,0.6352948924398993,1.3860092710346392,5.926571177198326,1.0766049138385139,0.9662671232876713,0.3
Adult,FTTransformer,LinfPGD,0.9669890987256257,54.936805335026996,0.4997659897039564,2.2513730043871285,14.534943043220304,10.208803059651444,0.16056346406857905,0.9993648777389648,0.5
Adult,FTTransformer,LinfBIM,0.9920159680638723,5.1386782231852655,0.49591642909929345,0.9583757236090225,2.0746158710612432,9.94436631778504,1.7112457076843781,1.0,0.5
Adult,FTTransformer,L2CarliniWagner,0.3056962997082758,93.09693621295831,0.046542334973967404,0.1344778252084027,0.4340214584771654,2.3167951003010634,0.05875906076507685,0.13862380713209443,1.0
Adult,FTTransformer,L2DeepFool,0.9754337478888377,3.881945537541319,0.22821074759380358,0.30285609875968106,0.4932727556607396,2.639581074864839,0.8710408877525029,0.1986463088304738,1.0
Electricity,LogisticRegression,L2Gaussian,0.41156349994483066,10.506434316353888,0.4785729331800829,0.7795389913202291,2.0011229662569217,17.424936418732898,0.6044942895984202,0.9332439678284182,1.0
Electricity,LogisticRegression,LinfFGSM,0.9996689837802052,10.11346578366446,0.30000002335502085,0.8874451556676797,2.6999537892425822,20.656870103703483,0.4124945101655082,0.6398454746136866,0.3
Electricity,LogisticRegression,LinfPGD,0.9995586450402736,10.11314714648416,0.30000001992501885,0.8523596049684182,2.5723493181720896,20.67968980896898,0.4125065996935331,0.645435478529639,0.3
Electricity,LogisticRegression,LinfBIM,0.9996689837802052,10.11346578366446,0.30000002335502085,0.8874451556676797,2.6999537892425822,20.656870103703483,0.4124945101655082,0.6398454746136866,0.3
Electricity,LogisticRegression,L2CarliniWagner,0.9961381441023943,13.875387682764732,0.09863970296779563,0.16732992292401913,0.35880668769425417,2.4532546970030658,0.09249278347883816,0.05062029242357111,1.0
Electricity,LogisticRegression,L2DeepFool,0.9984552576409578,6.069841971488562,0.06732944634887432,0.09773719792448833,0.2285340938371882,5.0719480133054615,0.10473981621254642,0.3908719195491214,0.5
Electricity,MLP,L2Gaussian,0.4835043583802273,10.450707439525331,0.4756248189516396,0.7695324178130482,1.9719732269637935,17.544313294114964,0.604173718033072,0.934961204929256,1.0
Electricity,MLP,LinfFGSM,0.9897384971863621,6.9798216276477145,0.10000002154937157,0.24810113325931024,0.6310249410611198,7.776863676990805,0.1881673372692222,0.596989966555184,0.1
Electricity,MLP,LinfPGD,0.9881937548273199,10.498548459133541,0.09991712409582,0.2443517751670632,0.7138217163404059,7.838306330199867,0.12703531110254102,0.614671728450201,0.1
Electricity,MLP,LinfBIM,0.9920556107249255,6.935935935935936,0.10000001869829726,0.24021379641683888,0.601371340379873,7.8605907352854105,0.18955293631224834,0.619285952619286,0.1
Electricity,MLP,L2CarliniWagner,0.9641399095222333,13.878690775921264,0.047316246921080725,0.061702965417665935,0.12196515507376642,2.4659348413662747,0.044367647909296024,0.03673609521629664,0.3
Electricity,MLP,L2DeepFool,0.9917245945051307,5.323765020026702,0.043506867882083154,0.04758518973745586,0.0752573339062753,3.1173870878086767,0.08165270871348494,0.2520026702269693,0.3
Electricity,TabTransformer,L2Gaussian,0.44334105704512855,10.47859631657541,0.4749136362808922,0.7712942548930616,1.9765194627911133,16.404130061928406,0.6022551170424658,0.9265803882528622,1.0
Electricity,TabTransformer,LinfFGSM,0.9879730773474567,6.977105204377931,0.10000002182485909,0.24542308322334758,0.6146236990668131,7.949334652568062,0.18825224285077005,0.8770381952200134,0.1
Electricity,TabTransformer,LinfPGD,0.9840008827099195,10.491253644314869,0.09998027065254615,0.23940602464074642,0.6908647347509821,7.641503797082116,0.12722401689453144,0.7247140614487553,0.1
Electricity,TabTransformer,LinfBIM,0.9905108683658833,6.856856410827671,0.10000001816656882,0.23220513538613383,0.5689549071194933,7.68974543521958,0.19210928666727095,0.782889606772864,0.1
Electricity,TabTransformer,L2CarliniWagner,0.9880834160873883,13.913791178112787,0.04964191912071707,0.07579732500345218,0.15746122913625618,2.610997994147414,0.046548389973922494,0.08732551647124512,0.3
Electricity,TabTransformer,L2DeepFool,0.9983449189010262,5.323607427055703,0.0301444704086906,0.03445203089961936,0.057963129874059396,2.737110102887578,0.05659011651055792,0.12080017683465959,0.3
Electricity,FTTransformer,L2Gaussian,0.4571333995365773,10.487328023171615,0.47386171051393006,0.7744603470280755,1.9994743280643257,16.868696542614135,0.5995249164879912,0.939898624185373,1.0
Electricity,FTTransformer,LinfFGSM,0.9887454485269779,6.9758955473719455,0.10000002171252671,0.2441773470634595,0.610984873863459,7.003997037741965,0.18829005157963505,0.5965852025443589,0.1
Electricity,FTTransformer,LinfPGD,0.9612711022840119,10.489325068870523,0.09971687438854172,0.23477453371651874,0.679044507076165,7.537539729364467,0.12687866140372497,0.684228650137741,0.1
Electricity,FTTransformer,LinfBIM,0.9901798521460885,6.757410296411856,0.09975933759087825,0.2272914707385035,0.5582939028567239,8.277290105961521,0.19490234952163452,0.7416982393581457,0.1
Electricity,FTTransformer,L2CarliniWagner,0.9696568465188128,13.920914883932635,0.044691991675149804,0.06168868018911758,0.12179428337554293,2.3301735493327858,0.04190692657867814,0.015589440145653163,0.3
Electricity,FTTransformer,L2DeepFool,0.9858766412887565,5.359485170677113,0.05355307530063488,0.05713232482889472,0.07902324591595503,2.7851519343284616,0.10068432339324439,0.12490207050923335,0.3
Compas,LogisticRegression,L2Gaussian,0.33974166416341245,31.397877984084882,0.15334791730295547,0.3621281312431096,1.6270937065863167,3.7656038046219584,0.060269626791265345,0.36074270557029176,0.5
Compas,LogisticRegression,LinfFGSM,1.0,32.74256533493541,0.3000000153317685,1.678993881124747,9.508630199380807,14.279976442202164,0.11457283029007675,1.0,0.3
Compas,LogisticRegression,LinfPGD,1.0,32.74256533493541,0.30000001423063133,1.6685945078502298,9.434833706517447,14.02385793413494,0.11457282992079294,1.0,0.3
Compas,LogisticRegression,LinfBIM,1.0,32.74256533493541,0.3000000153317685,1.678993881124747,9.508630199380807,14.279976442202164,0.11457283029007675,1.0,0.3
Compas,LogisticRegression,L2CarliniWagner,0.3544607990387504,57.91694915254237,0.0011839954699530222,0.0016729517976463964,0.0030026402331837375,2.0818396989710446,0.00024925248066984176,0.08220338983050847,0.1
Compas,LogisticRegression,L2DeepFool,0.9939921898468008,22.930190389845876,0.11749465517580383,0.2639485540275224,1.174251374812963,4.229516153675443,0.04075056114967354,0.453006950740405,1.0
Compas,MLP,L2Gaussian,0.3520576749774707,31.27901023890785,0.091784136964218,0.21697155283223646,0.9710958029934977,2.771906245241678,0.03620592937343865,0.128839590443686,0.3
Compas,MLP,LinfFGSM,0.9822769600480625,6.5498470948012235,0.4999999999544307,1.0819658329727453,2.5574099633307266,23.08461660850963,0.9889076605484756,1.0,0.5
Compas,MLP,LinfPGD,0.9981976569540403,31.51068311766476,0.4999999998654725,1.7876595638618389,8.728667449491985,22.805067476570844,0.1968021537439313,1.0,0.5
Compas,MLP,LinfBIM,0.9822769600480625,6.5498470948012235,0.4999999999544307,1.0819658329727453,2.5574099633307266,23.08461660850963,0.9889076605484756,1.0,0.5
Compas,MLP,L2CarliniWagner,0.42445178732352057,54.77777777777778,0.026918889228388025,0.07334484524450886,0.2238816776571918,2.21829579836553,0.023561416933352737,0.09200283085633404,1.0
Compas,MLP,L2DeepFool,0.9939921898468008,4.320338470837111,0.17839289411549064,0.27223330924271816,0.5532609005681175,5.92171635304958,0.35790916788401445,0.5055908129344213,1.0
Compas,TabTransformer,L2Gaussian,0.371583057975368,31.407437348423606,0.3077900184313906,0.723184294318035,3.2360538759825204,6.508390889193847,0.120928760277666,0.7801131770412287,1.0
Compas,TabTransformer,LinfFGSM,0.9819765695404026,6.1495870296726824,0.3000000153761386,0.6622668263670792,1.5281427821167823,13.333826396211393,0.6095670491192603,0.9996940960538391,0.3
Compas,TabTransformer,LinfPGD,0.9987984379693602,32.89624060150376,0.2984892451942415,1.0630897513368076,5.33651060133052,14.30213929965679,0.11211263421558797,1.0,0.3
Compas,TabTransformer,LinfBIM,0.9969960949234005,7.634528472431455,0.2917074909426427,0.6306513520959416,1.6161569020553468,14.39742394695859,0.46891563941319686,1.0,0.3
Compas,TabTransformer,L2CarliniWagner,0.42625413036948034,57.92248062015504,0.0047858411916069325,0.007397249522037828,0.013860641038872459,2.1508563251501154,0.0010075057157585756,0.09090909090909091,0.1
Compas,TabTransformer,L2DeepFool,0.9768699309101833,4.173431734317343,0.09358587131069548,0.12231603700410303,0.2355143840683071,2.9446279048829016,0.19852481740022818,0.22047970479704798,0.5
Compas,FTTransformer,L2Gaussian,0.4731150495644338,31.375238095238096,0.015285815625554986,0.03624105640465305,0.16284658699754684,1.969999344794858,0.006018611966883616,0.061587301587301586,0.05
Compas,FTTransformer,LinfFGSM,0.9984980474617002,6.531588447653429,0.30000001533689913,0.6854550517853417,1.6449166916660454,14.286446867312332,0.5949654286518854,1.0,0.3
Compas,FTTransformer,LinfPGD,0.9366176028837488,32.38486209108403,0.9784563642958175,3.139184564027058,15.115746132298263,25.5992454595952,0.37399786479431824,1.0,1.0
Compas,FTTransformer,LinfBIM,0.9948933613697807,7.146739130434782,0.2637933669105658,0.584850158866333,1.4520146780543857,11.40170204963912,0.46618800449234565,1.0,0.3
Compas,FTTransformer,L2CarliniWagner,0.507359567437669,57.89402013025459,5.144003943497147e-07,3.7438255884570845e-06,2.819730393642167e-05,1.9438465724414538,1.0849148349203259e-07,0.06275902901124926,0.01
Compas,FTTransformer,L2DeepFool,0.9939921898468008,4.494711393170142,0.11257307448770021,0.1412576371432188,0.25028325211926666,3.5316233508196757,0.21834687769113637,0.28226050166213357,0.5
Higgs,LogisticRegression,L2Gaussian,0.4752,26.142045454545453,0.3952219544906759,0.8177493257190944,3.2226042073433248,25.935488504528383,0.24245314491028436,0.9997895622895623,1.0
Higgs,LogisticRegression,LinfFGSM,0.9995,26.214907453726862,0.050000011920928955,0.24765966950117677,1.2529963901604695,11.623337095797128,0.030604683708077136,1.0,0.05
Higgs,LogisticRegression,LinfPGD,0.9989,26.21493643007308,0.05000001192018308,0.22835170249464468,1.1354225136422458,10.943089916829203,0.030604655324923454,1.0,0.05
Higgs,LogisticRegression,LinfBIM,0.9995,26.214907453726862,0.050000011920928955,0.24765966950117677,1.2529963901604695,11.623337095797128,0.030604683708077136,1.0,0.05
Higgs,LogisticRegression,L2CarliniWagner,0.9999,27.5981598159816,0.02571511751747822,0.05850994478081199,0.2468839844362373,5.856173551393611,0.014714636078460458,0.23382338233823383,0.3
Higgs,LogisticRegression,L2DeepFool,0.996,16.72309236947791,0.007872428653956237,0.013920191073614488,0.0414025567828503,5.191008803708246,0.004797216648043777,0.11927710843373494,0.1
Higgs,MLP,L2Gaussian,0.4834,26.176251551510138,0.3940172074813462,0.8175533885767403,3.226530085307387,25.501790754617623,0.24140896445026958,1.0,1.0
Higgs,MLP,LinfFGSM,0.9761,26.222210839053375,0.050000011920928955,0.24827655887593988,1.257541523276752,10.982730585655018,0.03058218721221362,0.9993853088822866,0.05
Higgs,MLP,LinfPGD,0.9874,26.565424346769294,0.049996144126014885,0.19579885417023168,0.9158493512635871,9.285707578727633,0.030189754432702998,0.9614138140571197,0.05
Higgs,MLP,LinfBIM,0.9969,25.087270538669877,0.05000001189103396,0.21816068940176292,1.0482536608566073,10.100015796174107,0.032047621862829626,0.9929782325208145,0.05
Higgs,MLP,L2CarliniWagner,0.9987,27.691699208971663,0.029783654033901905,0.06980552268985712,0.29485777025881976,5.911011274855867,0.017042721440895643,0.24622008611194554,0.3
Higgs,MLP,L2DeepFool,0.9862,18.933076455080105,0.01146265312760526,0.016859167232545123,0.045382191115214306,5.266732866947018,0.006954053688435363,0.138105860880146,0.1
Higgs,TabTransformer,L2Gaussian,0.4995,26.16036036036036,0.39572734339041515,0.8193080128730835,3.2304712906494752,25.771638738709015,0.242607425873702,0.9997997997997998,1.0
Higgs,TabTransformer,LinfFGSM,0.9504,26.002420033670035,0.049984229088883204,0.2465672736363454,1.242810539763283,10.826862961423432,0.030879168841958057,0.9998947811447811,0.05
Higgs,TabTransformer,LinfPGD,0.9938,27.806299054135643,0.04999600686350323,0.20797552036346026,1.008814879755879,9.304747407552366,0.02882004140552548,0.9646810223384987,0.05
Higgs,TabTransformer,LinfBIM,0.9963,26.494730502860584,0.0499538410760475,0.22958624025078217,1.139051934753354,9.82653284960521,0.03030253520936879,0.9906654622101777,0.05
Higgs,TabTransformer,L2CarliniWagner,0.9953,27.663819953782777,0.028365530103222462,0.0667411432647995,0.2822405516842823,5.912207025640474,0.016231246896828255,0.2485682708731036,0.3
Higgs,TabTransformer,L2DeepFool,0.9883,17.835070322776485,0.010059596577859592,0.014598674041195178,0.0392528827809895,5.230388076719016,0.006363196400362214,0.13234847718304157,0.1
Higgs,FTTransformer,L2Gaussian,0.4855,26.15180226570546,0.39502396929767425,0.8187814639415112,3.2295957073738104,25.863541441365495,0.242229220123787,0.9997940267765191,1.0
Higgs,FTTransformer,LinfFGSM,0.9015,26.16051026067665,0.050000011920928955,0.247470075011055,1.2510008947490918,10.916398404702994,0.030662243668438328,0.9956738768718802,0.05
Higgs,FTTransformer,LinfPGD,0.9906,26.680597617605493,0.049998671514772414,0.1877140468740473,0.8587216383552109,7.6361001013012535,0.03006420831513596,0.6715122148193015,0.05
Higgs,FTTransformer,LinfBIM,0.9958,23.174432616991364,0.04999900766975503,0.18938377175160645,0.8481088443576009,7.385821921484985,0.03489943917412,0.6304478811006227,0.05
Higgs,FTTransformer,L2CarliniWagner,0.9986,27.698077308231525,0.027850123452865947,0.06237023360772598,0.2633681312136478,5.8033625408901095,0.01593632198420887,0.22291207690767073,0.3
Higgs,FTTransformer,L2DeepFool,0.9867,18.903415425154556,0.00894449311436458,0.013223626623570442,0.03255651667002554,5.234126325632789,0.005498107789474301,0.12688760514847472,0.1
BankMarketing_num,LogisticRegression,L2Gaussian,0.1206458033838328,6.065994500458295,0.00645177858099717,0.009209729611573144,0.018920339262377604,2.9135778063203306,0.03210665833368884,0.21081576535288726,0.01
BankMarketing_num,LogisticRegression,LinfFGSM,1.0,5.850713258874268,0.9981272793918219,1.5759063306720096,3.0549051056759264,116.3078106936531,5.1227971725227635,1.0,1.0
BankMarketing_num,LogisticRegression,LinfPGD,1.0,5.850713258874268,0.9981272793918219,1.5759063306720096,3.0549051056759264,116.3078106936531,5.1227971725227635,1.0,1.0
BankMarketing_num,LogisticRegression,LinfBIM,1.0,5.850713258874268,0.9981272793918219,1.5759063306720096,3.0549051056759264,116.3078106936531,5.1227971725227635,1.0,1.0
BankMarketing_num,LogisticRegression,L2CarliniWagner,0.1206458033838328,6.9019248395967,5.048824735429722e-07,1.0814535654981102e-06,2.700810710789412e-06,2.885721296691504,2.176861010942837e-06,0.21264894592117323,0.5
BankMarketing_num,LogisticRegression,L2DeepFool,0.1206458033838328,0.0,0.0,0.0,0.0,2.8857201176880705,0.0,0.21264894592117323,0.01
BankMarketing_num,MLP,L2Gaussian,0.5652991263961075,6.072378716744914,0.563112993994276,0.7634756315575333,1.4923156204870982,34.11932563473207,2.7895367340780854,0.9945226917057903,1.0
BankMarketing_num,MLP,LinfFGSM,0.9925909543293155,6.503230837789661,0.10000001362138121,0.24200900811071172,0.6021934215198544,12.007881897943692,0.4618305092289008,0.9520944741532977,0.1
BankMarketing_num,MLP,LinfPGD,0.9915957093884773,6.761793241886918,0.09993922994333432,0.22411046499118262,0.5522957578379534,11.744664241433709,0.44275254563529104,0.9479201516672243,0.1
BankMarketing_num,MLP,LinfBIM,0.9938073648125622,6.599866473795482,0.10000001278744135,0.2386008115715162,0.5981073220904709,11.894502868433056,0.455520101638555,0.9556025369978859,0.1
BankMarketing_num,MLP,L2CarliniWagner,0.15680636956762137,6.7200282087447105,0.04456717915007417,0.05613333234873075,0.09934797483757112,2.9048054822227987,0.2642598373423779,0.20380818053596614,0.5
BankMarketing_num,MLP,L2DeepFool,0.9997788344575915,5.8313239685875455,0.06323933566094904,0.08827390954994313,0.1657883309802696,7.260253625432526,0.2883144445203593,0.8491317332153523,0.3
BankMarketing_num,TabTransformer,L2Gaussian,0.23576246820745328,6.00046904315197,0.5542817365755562,0.7414598821734006,1.4318133613154096,23.701906407427472,2.7861629831997807,0.9892120075046904,1.0
BankMarketing_num,TabTransformer,LinfFGSM,0.6621696339710273,5.7834001336005345,0.4934869737637465,0.8891766942594557,1.8388964089657676,20.859566103001274,2.5335026898619804,0.9896459585838343,0.5
BankMarketing_num,TabTransformer,LinfPGD,0.5865310184673228,6.743024132730015,0.2836885995036314,0.45990450728016025,1.0126672033866697,15.397431993406117,1.2559805226232716,0.9905731523378583,0.3
BankMarketing_num,TabTransformer,LinfBIM,0.6670352759040141,6.250663129973475,0.25771851451148525,0.4323716255970823,0.9317813456399411,10.872818888701767,1.2232794413412242,0.9893899204244032,0.3
BankMarketing_num,TabTransformer,L2CarliniWagner,0.13557447749640605,6.871125611745514,0.007701080870171963,0.011105830365189343,0.021330204041603327,2.9402231442471027,0.04291662042503407,0.233278955954323,0.5
BankMarketing_num,TabTransformer,L2DeepFool,0.6669246931328099,4.742994528270602,0.17316014708000182,0.18547908612581002,0.2787301692877862,5.036247810620243,0.9022532594906757,0.7109932017907478,0.5
BankMarketing_num,FTTransformer,L2Gaussian,0.44719672674997235,5.980959446092977,0.5571879236567415,0.7627362960490788,1.5023832682273273,27.97862626545313,2.806205441863907,0.9940652818991098,1.0
BankMarketing_num,FTTransformer,LinfFGSM,0.9639500165874156,6.497762991854996,0.10000001306556788,0.24168793371959443,0.6006497327506276,11.999665845470115,0.4620460770956704,0.9574394860617185,0.1
BankMarketing_num,FTTransformer,LinfPGD,0.9476943492203914,6.652625437572929,0.09912883063545722,0.1883917553891518,0.44168916676919406,7.664418858119592,0.44626249210037455,0.8436406067677946,0.1
BankMarketing_num,FTTransformer,LinfBIM,0.9672674997235431,6.525551617697496,0.09864656889102684,0.18521591987193817,0.43366568030030767,7.070524170687831,0.45758365408332263,0.873670972904996,0.1
BankMarketing_num,FTTransformer,L2CarliniWagner,0.1218622138670795,6.91470054446461,0.0003987870036713955,0.0004781310990525388,0.0008421458890019305,2.7999950362712274,0.001691659767290149,0.18148820326678766,0.01
BankMarketing_num,FTTransformer,L2DeepFool,0.9715802278005087,5.817892101069884,0.09176584666877699,0.10145684756936964,0.16071362360327193,3.1941645410737824,0.41475546714803024,0.2456180286819941,0.3
house_16H,LogisticRegression,L2Gaussian,0.2971253017335967,15.443131462333826,0.005205696890270957,0.009603918269703074,0.030337647979933234,3.300945164068123,0.00597718242948608,0.1329394387001477,0.01
house_16H,LogisticRegression,LinfFGSM,0.9951722624533684,14.345755237045204,0.30000002001060017,0.9539432933732719,3.2920952100343714,43.08552891054006,0.3766494364499257,1.0,0.3
house_16H,LogisticRegression,LinfPGD,0.9903445249067369,14.349434965654774,0.3000000173029127,0.9141776802374469,3.1332420317265033,41.66307067551202,0.37655164347951225,1.0,0.3
house_16H,LogisticRegression,LinfBIM,0.9951722624533684,14.345755237045204,0.30000002001060017,0.9539432933732719,3.2920952100343714,43.08552891054006,0.3766494364499257,1.0,0.3
house_16H,LogisticRegression,L2CarliniWagner,0.7368883037085802,15.886539606908874,0.18816230300633754,0.3681013857796679,1.0581565288582786,16.373086097095204,0.20799928486175312,0.6497915425848719,1.0
house_16H,LogisticRegression,L2DeepFool,0.9993416721527321,9.628238910847607,0.1692256516558975,0.3276984828721027,0.9802532572369592,18.305183532390732,0.22069226397135158,0.7417654808959157,1.0
house_16H,MLP,L2Gaussian,0.47421549264867235,14.751966682091624,0.4574080866583516,0.7923031019314964,2.3258253322161773,33.138572017167014,0.5525953605088411,1.0,1.0
house_16H,MLP,LinfFGSM,0.9958305903006364,15.154473336271485,0.10000002383693245,0.3608063692272156,1.3443113721352205,13.186594974224997,0.11722931121022442,1.0,0.1
house_16H,MLP,LinfPGD,0.9945139346061005,14.918578993821713,0.10000002259242251,0.31939132837126555,1.140985442872923,12.473612374242329,0.11911224251792216,0.9964695498676082,0.1
house_16H,MLP,LinfBIM,0.9960500329163924,14.7349636483807,0.10000002378933123,0.347411996567399,1.2696141175274072,13.338693671639584,0.12072433653737144,0.9997796871557612,0.1
house_16H,MLP,L2CarliniWagner,0.9861751152073732,15.949043168669338,0.07535747546830047,0.1311668411896917,0.3578139063676396,5.427425732092454,0.08318040336635478,0.3642634623943035,0.5
house_16H,MLP,L2DeepFool,0.9984639016897081,13.025494505494505,0.05132581831470316,0.06704660552428622,0.1654944608709551,4.9762323953066145,0.06027307959424254,0.4228571428571429,0.3
house_16H,TabTransformer,L2Gaussian,0.39499670836076367,14.846111111111112,0.4593768401775095,0.7909127187397745,2.3138497545321783,32.071071961464924,0.5520156763245662,1.0,1.0
house_16H,TabTransformer,LinfFGSM,0.999780557384244,14.50943810359965,0.300000021157294,0.9404995975602186,3.200985700336855,41.175254828432045,0.3698639152694209,1.0,0.3
house_16H,TabTransformer,LinfPGD,1.0,15.884573184112355,0.30000001341202603,0.9157211598346493,3.316873425581436,31.2752871872246,0.33374671198203687,1.0,0.3
house_16H,TabTransformer,LinfBIM,1.0,14.952161509765196,0.3000000139940771,0.944673807625711,3.4029853642706236,31.122204148729192,0.35602147390320815,1.0,0.3
house_16H,TabTransformer,L2CarliniWagner,0.978494623655914,15.940345368916798,0.08842309668042289,0.15544370414783878,0.42067332219887443,5.252689060148624,0.09760237874094997,0.4043507512895268,0.5
house_16H,TabTransformer,L2DeepFool,0.9989027869212201,11.885984182776802,0.07512432653524954,0.10758210126276727,0.27829757868501553,5.405525501447512,0.09554499509364667,0.37917398945518455,0.5
house_16H,FTTransformer,L2Gaussian,0.37041913539609395,14.961492890995261,0.45729650374307734,0.7878036700824708,2.30555996605994,31.921833921514263,0.544518241950121,1.0,1.0
house_16H,FTTransformer,LinfFGSM,0.8398068904981347,14.574601515547426,0.10000002383796422,0.3501819645747959,1.2715214301657047,16.33252670681565,0.12318526195162172,1.0,0.1
house_16H,FTTransformer,LinfPGD,0.8161070879964889,14.668997042215649,0.09938468022207382,0.29359463686246196,1.015256833600626,13.231026359198479,0.12127375128120785,0.9911266469481044,0.1
house_16H,FTTransformer,LinfBIM,0.8518762343647136,14.310664605873262,0.08875650744059924,0.28844952674046165,1.0280574812212675,12.843646294700005,0.11317914368518538,0.9925296239052035,0.1
house_16H,FTTransformer,L2CarliniWagner,0.945139346061005,15.699326677501741,0.12221919315947279,0.2129759480837414,0.5798324029599846,8.647580886710054,0.1473292912360406,0.4232644532156954,1.0
house_16H,FTTransformer,L2DeepFool,0.8411235461926706,11.809548656404905,0.13286838136715903,0.15448913361452019,0.3054641677607637,7.161923470109907,0.16860559554835167,0.38612053222019305,0.5
jm1,LogisticRegression,L2Gaussian,0.19246669728984842,18.856801909307876,0.004634261810329692,0.009197533838584272,0.03208194100486919,719061.6008580427,0.009388861026357068,0.9856801909307876,0.01
jm1,LogisticRegression,LinfFGSM,1.0,16.975195222783647,0.49999999898696745,1.1267782560334492,3.2166840328116675,3256.426426804713,1.2342953602545952,1.0,0.5
jm1,LogisticRegression,LinfPGD,0.9995406522737712,16.97610294117647,0.49999999882215085,1.1253095633240746,3.2123981542775737,33683.41984933928,1.2342911602052695,1.0,0.5
jm1,LogisticRegression,LinfBIM,1.0,16.975195222783647,0.49999999898696745,1.1267782560334492,3.2166840328116675,3256.426426804713,1.2342953602545952,1.0,0.5
jm1,LogisticRegression,L2CarliniWagner,0.19246669728984842,20.985680190930786,5.162678408245601e-07,2.2210000365280036e-06,1.0144447551804471e-05,4.1527556143639135,9.177525077568898e-07,0.15513126491646778,0.01
jm1,LogisticRegression,L2DeepFool,0.3435920992191089,6.5949197860962565,0.13863661789639112,0.2277285133931726,0.4929882549347087,10136001.081920387,0.35512516563907665,0.516042780748663,1.0
jm1,MLP,L2Gaussian,0.6587046394120349,18.651324965132495,0.42823234842661534,0.7300025450800919,2.1049734056827245,56234463.88592622,0.8798763710210513,1.0,1.0
